ds,y,yhat1,residual1,trend,season_yearly
2000-01-01,1.38,1.3643065690994263,-0.015693430900573624,1.3610161542892456,0.10608585178852081
2001-01-01,1.35,1.3566805124282837,0.006680512428283603,1.3576008081436157,-0.0333435982465744
2002-01-01,1.34,1.3530573844909668,0.013057384490966717,1.3527590036392212,0.013114489614963531
2003-01-01,1.34,1.3463407754898071,0.006340775489807049,1.3454216718673706,0.05959751084446907
2004-01-01,1.36,1.3427326679229736,-0.017267332077026465,1.3415114879608154,0.10608585178852081
2005-01-01,1.34,1.3394737243652344,-0.0005262756347657049,1.339800477027893,-0.0333435982465744
2006-01-01,1.33,1.3473345041275024,0.01733450412750237,1.3471101522445679,0.013114489614963531
2007-01-01,1.37,1.3586329221725464,-0.01136707782745372,1.3570225238800049,0.05959751084446907
2008-01-01,1.38,1.3742936849594116,-0.005706315040588272,1.3700454235076904,0.10608585178852081
2009-01-01,1.36,1.374038577079773,0.014038577079772852,1.3755576610565186,-0.0333435982465744
2010-01-01,1.39,1.3806958198547363,-0.009304180145263574,1.3800395727157593,0.013114489614963531
2011-01-01,1.39,1.3908535242080688,0.0008535242080689454,1.3874307870864868,0.05959751084446907
2012-01-01,1.41,1.4101558923721313,0.0001558923721314276,1.4024680852890015,0.10608585178852081
2013-01-01,1.42,1.4207942485809326,0.0007942485809326882,1.4239259958267212,-0.0333435982465744
2014-01-01,1.47,1.460201621055603,-0.009798378944396946,1.458516240119934,0.013114489614963531
2015-01-01,1.5,1.513465166091919,0.013465166091918945,1.5031460523605347,0.05959751084446907
2016-01-01,1.6,1.5965818166732788,-0.0034181833267212802,1.5710136890411377,0.10608585178852081
2017-01-01,1.57,1.5723401308059692,0.002340130805969176,1.5806993246078491,-0.0333435982465744
2018-01-01,1.57,1.5601832866668701,-0.009816713333129945,1.5572036504745483,0.013114489614963531
2019-01-01,1.54,1.5458484888076782,0.005848488807678187,1.5337079763412476,0.05959751084446907
2020-01-01,1.53,1.5293303728103638,-0.0006696271896362571,1.5102124214172363,0.10608585178852081
2021-01-01,1.58,1.4814289808273315,-0.09857101917266853,1.4866522550582886,-0.0333435982465744
2022-01-01,1.58,1.4649028778076172,-0.11509712219238288,1.4631567001342773,0.013114489614963531
2022-12-31,1.58,1.4666507244110107,-0.11509712219238288,1.439725399017334,0.24538832902908325
2023-12-31,1.58,1.4413832426071167,-0.11509712219238288,1.4162297248840332,0.29170337319374084
2024-12-31,1.58,1.4022306203842163,-0.11509712219238288,1.3926697969436646,0.15256011486053467
2025-12-31,1.58,1.376969814300537,-0.11509712219238288,1.3691741228103638,0.199000746011734
2026-12-31,1.58,1.3495256900787354,-0.11509712219238288,1.345678448677063,0.24538832902908325
2027-12-31,1.58,1.3199024200439453,-0.11509712219238288,1.3221827745437622,0.29170337319374084
2028-12-31,1.58,1.2938357591629028,-0.11509712219238288,1.298622727394104,0.15256011486053467
2029-12-31,1.58,1.264207363128662,-0.11509712219238288,1.2751270532608032,0.199000746011734
2030-12-31,1.58,1.23240065574646,-0.11509712219238288,1.251631498336792,0.24538832902908325
2031-12-31,1.58,1.1984217166900635,-0.11509712219238288,1.2281358242034912,0.29170337319374084
2032-12-31,1.58,1.185441017150879,-0.11509712219238288,1.204575777053833,0.15256011486053467
2033-12-31,1.58,1.1514450311660767,-0.11509712219238288,1.1810801029205322,0.199000746011734
2034-12-31,1.58,1.1152757406234741,-0.11509712219238288,1.1575844287872314,0.24538832902908325
2035-12-31,1.58,1.076940894126892,-0.11509712219238288,1.1340888738632202,0.29170337319374084
2036-12-31,1.58,1.0770461559295654,-0.11509712219238288,1.1105287075042725,0.15256011486053467
2037-12-31,1.58,1.0386825799942017,-0.11509712219238288,1.0870331525802612,0.199000746011734
2038-12-31,1.58,0.9981507658958435,-0.11509712219238288,1.06353759765625,0.24538832902908325
2039-12-31,1.58,0.9554600715637207,-0.11509712219238288,1.0400419235229492,0.29170337319374084
2040-12-31,1.58,0.9686514735221863,-0.11509712219238288,1.016481876373291,0.15256011486053467
2041-12-31,1.58,0.9259202480316162,-0.11509712219238288,0.9929862022399902,0.199000746011734
2042-12-31,1.58,0.8810257911682129,-0.11509712219238288,0.9694905877113342,0.24538832902908325
2043-12-31,1.58,0.8339792490005493,-0.11509712219238288,0.9459948539733887,0.29170337319374084
2044-12-31,1.58,0.8602566719055176,-0.11509712219238288,0.92243492603302,0.15256011486053467
2045-12-31,1.58,0.813157856464386,-0.11509712219238288,0.8989392518997192,0.199000746011734
